,B01001001 - error,B01001001 - count,B01001002 - error,B01001002 - count,B01001003 - error,B01001003 - count,B01001004 - error,B01001004 - count,B01001005 - error,B01001005 - count,B01001006 - error,B01001006 - count,B01001007 - error,B01001007 - count,B01001008 - error,B01001008 - count,B01001009 - error,B01001009 - count,B01001010 - error,B01001010 - count,B01001011 - error,B01001011 - count,B01001012 - error,B01001012 - count,B01001013 - error,B01001013 - count,B01001014 - error,B01001014 - count,B01001015 - error,B01001015 - count,B01001016 - error,B01001016 - count,B01001017 - error,B01001017 - count,B01001018 - error,B01001018 - count,B01001019 - error,B01001019 - count,B01001020 - error,B01001020 - count,B01001021 - error,B01001021 - count,B01001022 - error,B01001022 - count,B01001023 - error,B01001023 - count,B01001024 - error,B01001024 - count,B01001025 - error,B01001025 - count,B01001026 - error,B01001026 - count,B01001027 - error,B01001027 - count,B01001028 - error,B01001028 - count,B01001029 - error,B01001029 - count,B01001030 - error,B01001030 - count,B01001031 - error,B01001031 - count,B01001032 - error,B01001032 - count,B01001033 - error,B01001033 - count,B01001034 - error,B01001034 - count,B01001035 - error,B01001035 - count,B01001036 - error,B01001036 - count,B01001037 - error,B01001037 - count,B01001038 - error,B01001038 - count,B01001039 - error,B01001039 - count,B01001040 - error,B01001040 - count,B01001041 - error,B01001041 - count,B01001042 - error,B01001042 - count,B01001043 - error,B01001043 - count,B01001044 - error,B01001044 - count,B01001045 - error,B01001045 - count,B01001046 - error,B01001046 - count,B01001047 - error,B01001047 - count,B01001048 - error,B01001048 - count,B01001049 - error,B01001049 - count,B03002001 - error,B03002001 - count,B03002002 - error,B03002002 - count,B03002003 - error,B03002003 - count,B03002004 - error,B03002004 - count,B03002005 - error,B03002005 - count,B03002006 - error,B03002006 - count,B03002007 - error,B03002007 - count,B03002008 - error,B03002008 - count,B03002009 - error,B03002009 - count,B03002010 - error,B03002010 - count,B03002011 - error,B03002011 - count,B03002012 - error,B03002012 - count,B03002013 - error,B03002013 - count,B03002014 - error,B03002014 - count,B03002015 - error,B03002015 - count,B03002016 - error,B03002016 - count,B03002017 - error,B03002017 - count,B03002018 - error,B03002018 - count,B03002019 - error,B03002019 - count,B03002020 - error,B03002020 - count,B03002021 - error,B03002021 - count
170318121002,221.0,845.0,126.0,415.0,42.0,53.0,28.0,24.0,57.0,91.0,7.0,3.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,19.0,12.0,24.0,15.0,25.0,28.0,26.0,23.0,31.0,37.0,32.0,36.0,21.0,13.0,11.0,8.0,19.0,15.0,11.0,0.0,24.0,34.0,18.0,17.0,11.0,0.0,11.0,0.0,11.0,6.0,107.0,430.0,49.0,53.0,46.0,61.0,11.0,0.0,21.0,14.0,11.0,7.0,11.0,0.0,11.0,0.0,11.0,0.0,30.0,26.0,35.0,40.0,28.0,33.0,23.0,20.0,29.0,29.0,31.0,51.0,22.0,19.0,11.0,0.0,27.0,27.0,11.0,7.0,20.0,15.0,18.0,21.0,11.0,0.0,11.0,7.0,11.0,0.0,221.0,845.0,200.0,751.0,130.0,400.0,159.0,351.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,87.0,94.0,68.0,79.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,24.0,15.0,24.0,15.0,11.0,0.0
170318157014,157.0,686.0,92.0,350.0,34.0,51.0,21.0,18.0,37.0,37.0,13.0,7.0,5.0,2.0,11.0,0.0,11.0,0.0,18.0,16.0,11.0,0.0,11.0,0.0,20.0,19.0,24.0,27.0,27.0,36.0,27.0,28.0,19.0,17.0,18.0,16.0,19.0,18.0,12.0,7.0,15.0,11.0,12.0,8.0,23.0,24.0,13.0,8.0,11.0,0.0,99.0,336.0,23.0,21.0,16.0,10.0,26.0,30.0,29.0,37.0,11.0,0.0,11.0,0.0,11.0,0.0,21.0,23.0,24.0,22.0,14.0,9.0,28.0,35.0,26.0,28.0,30.0,43.0,16.0,15.0,11.0,0.0,19.0,18.0,17.0,15.0,12.0,8.0,15.0,12.0,13.0,8.0,4.0,2.0,11.0,0.0,11.0,0.0,157.0,686.0,138.0,557.0,139.0,551.0,6.0,6.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,95.0,129.0,74.0,84.0,11.0,0.0,16.0,8.0,11.0,0.0,11.0,0.0,11.0,0.0,62.0,37.0,11.0,0.0,62.0,37.0
170318157021,161.0,679.0,85.0,283.0,25.0,15.0,24.0,14.0,37.0,28.0,14.0,8.0,13.0,8.0,11.0,0.0,11.0,0.0,18.0,16.0,11.0,0.0,11.0,0.0,36.0,33.0,27.0,25.0,22.0,37.0,23.0,15.0,32.0,46.0,24.0,16.0,11.0,0.0,11.0,0.0,34.0,22.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,126.0,396.0,45.0,40.0,30.0,27.0,23.0,29.0,31.0,34.0,16.0,8.0,11.0,0.0,14.0,9.0,21.0,18.0,11.0,0.0,11.0,0.0,11.0,0.0,40.0,41.0,24.0,29.0,34.0,41.0,47.0,61.0,26.0,17.0,11.0,0.0,11.0,0.0,35.0,23.0,11.0,0.0,11.0,0.0,11.0,0.0,29.0,19.0,161.0,679.0,160.0,603.0,159.0,580.0,11.0,0.0,11.0,0.0,35.0,23.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,84.0,76.0,84.0,76.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318157022,378.0,1273.0,180.0,555.0,16.0,10.0,11.0,0.0,55.0,86.0,76.0,79.0,26.0,18.0,11.0,0.0,11.0,0.0,11.0,0.0,65.0,68.0,43.0,38.0,21.0,12.0,22.0,13.0,43.0,62.0,11.0,0.0,38.0,51.0,28.0,17.0,65.0,49.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,46.0,52.0,11.0,0.0,229.0,718.0,55.0,62.0,38.0,27.0,33.0,29.0,31.0,29.0,11.0,0.0,23.0,15.0,11.0,0.0,49.0,38.0,38.0,26.0,11.0,0.0,55.0,61.0,53.0,66.0,66.0,83.0,31.0,35.0,40.0,41.0,63.0,39.0,38.0,34.0,11.0,0.0,11.0,0.0,67.0,96.0,29.0,18.0,11.0,0.0,30.0,19.0,378.0,1273.0,365.0,1161.0,366.0,1099.0,100.0,62.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,118.0,112.0,87.0,57.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,26.0,18.0,55.0,37.0,55.0,37.0,11.0,0.0
170318157023,302.0,1426.0,234.0,730.0,23.0,15.0,26.0,26.0,58.0,71.0,66.0,48.0,22.0,14.0,11.0,0.0,11.0,0.0,11.0,0.0,88.0,106.0,39.0,34.0,91.0,79.0,35.0,32.0,45.0,69.0,46.0,60.0,21.0,28.0,11.0,0.0,33.0,27.0,36.0,22.0,46.0,46.0,11.0,0.0,42.0,31.0,35.0,22.0,11.0,0.0,144.0,696.0,22.0,13.0,50.0,62.0,57.0,84.0,24.0,15.0,11.0,0.0,11.0,0.0,11.0,0.0,33.0,21.0,11.0,0.0,29.0,25.0,44.0,46.0,66.0,58.0,50.0,82.0,57.0,81.0,23.0,15.0,11.0,0.0,57.0,60.0,11.0,0.0,46.0,50.0,48.0,61.0,36.0,23.0,11.0,0.0,11.0,0.0,302.0,1426.0,209.0,1032.0,214.0,927.0,88.0,74.0,11.0,0.0,42.0,31.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,286.0,394.0,286.0,394.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318157024,230.0,596.0,104.0,304.0,11.0,0.0,32.0,28.0,11.0,0.0,70.0,56.0,11.0,0.0,13.0,7.0,11.0,0.0,11.0,0.0,16.0,7.0,29.0,24.0,11.0,0.0,31.0,26.0,67.0,63.0,29.0,24.0,24.0,15.0,24.0,19.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,39.0,35.0,11.0,0.0,11.0,0.0,154.0,292.0,27.0,18.0,25.0,16.0,23.0,15.0,23.0,14.0,11.0,0.0,11.0,0.0,11.0,0.0,14.0,6.0,20.0,19.0,44.0,59.0,11.0,0.0,20.0,12.0,33.0,29.0,78.0,50.0,31.0,20.0,13.0,6.0,11.0,0.0,21.0,13.0,24.0,15.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,230.0,596.0,191.0,445.0,177.0,393.0,11.0,0.0,11.0,0.0,51.0,40.0,11.0,0.0,11.0,0.0,21.0,12.0,11.0,0.0,21.0,12.0,153.0,151.0,118.0,88.0,11.0,0.0,11.0,0.0,31.0,20.0,11.0,0.0,11.0,0.0,67.0,43.0,11.0,0.0,67.0,43.0
170318188005,309.0,1383.0,145.0,612.0,51.0,47.0,37.0,32.0,48.0,44.0,32.0,20.0,49.0,44.0,11.0,0.0,11.0,0.0,27.0,18.0,23.0,13.0,84.0,109.0,17.0,8.0,49.0,55.0,97.0,112.0,18.0,10.0,37.0,41.0,18.0,8.0,42.0,42.0,11.0,0.0,11.0,0.0,15.0,9.0,11.0,0.0,11.0,0.0,11.0,0.0,211.0,771.0,104.0,98.0,39.0,39.0,90.0,81.0,75.0,60.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,91.0,166.0,41.0,38.0,11.0,0.0,95.0,95.0,46.0,47.0,50.0,65.0,11.0,0.0,23.0,21.0,11.0,0.0,27.0,17.0,24.0,15.0,11.0,0.0,21.0,14.0,25.0,15.0,309.0,1383.0,302.0,1322.0,318.0,1273.0,58.0,49.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,63.0,61.0,48.0,37.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,39.0,24.0,39.0,24.0,11.0,0.0
170318188006,372.0,1232.0,255.0,612.0,85.0,95.0,61.0,57.0,55.0,40.0,47.0,39.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,58.0,66.0,53.0,75.0,48.0,31.0,49.0,62.0,11.0,0.0,74.0,71.0,22.0,14.0,26.0,22.0,18.0,11.0,34.0,21.0,11.0,0.0,11.0,0.0,11.0,0.0,16.0,8.0,11.0,0.0,186.0,620.0,57.0,42.0,61.0,64.0,53.0,39.0,11.0,0.0,25.0,16.0,24.0,15.0,11.0,0.0,11.0,0.0,23.0,13.0,46.0,44.0,54.0,50.0,49.0,84.0,11.0,0.0,24.0,18.0,55.0,86.0,11.0,0.0,40.0,35.0,11.0,0.0,72.0,50.0,23.0,15.0,16.0,9.0,33.0,22.0,29.0,18.0,372.0,1232.0,284.0,890.0,272.0,812.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,112.0,78.0,11.0,0.0,112.0,78.0,234.0,342.0,219.0,292.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,72.0,50.0,11.0,0.0,11.0,0.0,11.0,0.0
170318189001,256.0,1310.0,125.0,524.0,45.0,28.0,36.0,44.0,15.0,16.0,36.0,33.0,11.0,0.0,14.0,9.0,20.0,16.0,35.0,32.0,34.0,41.0,11.0,0.0,30.0,33.0,22.0,19.0,44.0,51.0,25.0,27.0,38.0,63.0,18.0,16.0,14.0,9.0,27.0,24.0,11.0,0.0,26.0,35.0,15.0,10.0,14.0,10.0,14.0,8.0,215.0,786.0,15.0,9.0,47.0,38.0,64.0,79.0,59.0,67.0,58.0,47.0,11.0,0.0,42.0,28.0,44.0,46.0,37.0,24.0,11.0,0.0,51.0,53.0,38.0,55.0,52.0,68.0,45.0,86.0,34.0,62.0,23.0,26.0,11.0,0.0,11.0,0.0,24.0,28.0,30.0,42.0,11.0,0.0,14.0,9.0,21.0,19.0,256.0,1310.0,216.0,1068.0,208.0,962.0,41.0,35.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,75.0,71.0,11.0,0.0,75.0,71.0,191.0,242.0,191.0,195.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,79.0,47.0,11.0,0.0,11.0,0.0,11.0,0.0
170318189002,268.0,1828.0,160.0,846.0,54.0,71.0,59.0,55.0,48.0,53.0,21.0,17.0,13.0,8.0,11.0,0.0,11.0,0.0,25.0,27.0,43.0,39.0,40.0,63.0,36.0,47.0,55.0,49.0,11.0,5.0,52.0,84.0,41.0,42.0,21.0,19.0,11.0,0.0,31.0,33.0,13.0,8.0,49.0,66.0,25.0,38.0,39.0,58.0,40.0,64.0,170.0,982.0,51.0,54.0,61.0,70.0,13.0,8.0,32.0,20.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,28.0,43.0,62.0,107.0,47.0,48.0,23.0,21.0,41.0,68.0,53.0,70.0,34.0,44.0,23.0,11.0,17.0,11.0,14.0,9.0,11.0,0.0,51.0,110.0,48.0,44.0,46.0,60.0,69.0,184.0,268.0,1828.0,272.0,1515.0,248.0,1282.0,75.0,151.0,11.0,0.0,50.0,58.0,11.0,0.0,11.0,0.0,37.0,24.0,11.0,0.0,37.0,24.0,156.0,313.0,118.0,213.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,112.0,100.0,11.0,0.0,11.0,0.0,11.0,0.0
170318189003,293.0,1383.0,160.0,692.0,94.0,85.0,24.0,20.0,46.0,58.0,17.0,11.0,22.0,21.0,11.0,0.0,11.0,0.0,20.0,28.0,19.0,15.0,43.0,62.0,54.0,76.0,49.0,50.0,51.0,74.0,29.0,44.0,27.0,40.0,20.0,27.0,26.0,19.0,11.0,0.0,26.0,28.0,12.0,7.0,14.0,10.0,14.0,9.0,14.0,8.0,150.0,691.0,50.0,50.0,41.0,40.0,41.0,59.0,42.0,42.0,11.0,0.0,11.0,0.0,15.0,9.0,23.0,34.0,27.0,25.0,32.0,40.0,56.0,81.0,56.0,66.0,25.0,26.0,28.0,41.0,27.0,36.0,15.0,17.0,32.0,42.0,20.0,19.0,22.0,19.0,14.0,9.0,14.0,10.0,14.0,9.0,20.0,17.0,293.0,1383.0,278.0,1296.0,265.0,1259.0,11.0,0.0,11.0,0.0,50.0,37.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,81.0,87.0,81.0,79.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,12.0,8.0,11.0,0.0,11.0,0.0,11.0,0.0
170318192003,475.0,1789.0,296.0,909.0,67.0,68.0,31.0,29.0,16.0,9.0,19.0,12.0,33.0,26.0,15.0,10.0,11.0,0.0,51.0,52.0,124.0,111.0,87.0,121.0,39.0,31.0,32.0,32.0,27.0,9.0,47.0,60.0,59.0,86.0,48.0,55.0,37.0,22.0,11.0,0.0,24.0,15.0,48.0,54.0,63.0,39.0,26.0,23.0,42.0,45.0,243.0,880.0,27.0,17.0,20.0,18.0,35.0,42.0,25.0,13.0,19.0,12.0,11.0,0.0,11.0,0.0,94.0,73.0,120.0,102.0,78.0,80.0,104.0,96.0,48.0,43.0,33.0,36.0,50.0,86.0,37.0,49.0,25.0,16.0,54.0,56.0,46.0,44.0,30.0,19.0,24.0,15.0,29.0,18.0,16.0,10.0,39.0,35.0,475.0,1789.0,351.0,1227.0,311.0,1089.0,33.0,15.0,11.0,0.0,148.0,123.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,382.0,562.0,281.0,391.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,223.0,153.0,31.0,18.0,31.0,18.0,11.0,0.0
170318191001,220.0,741.0,113.0,395.0,14.0,9.0,44.0,36.0,11.0,0.0,11.0,0.0,11.0,0.0,13.0,5.0,34.0,23.0,10.0,7.0,26.0,28.0,47.0,38.0,34.0,28.0,42.0,33.0,39.0,40.0,10.0,6.0,21.0,24.0,29.0,18.0,11.0,0.0,29.0,17.0,41.0,41.0,19.0,17.0,13.0,7.0,15.0,9.0,14.0,9.0,127.0,346.0,11.0,0.0,11.0,0.0,11.0,0.0,35.0,30.0,37.0,25.0,11.0,0.0,15.0,9.0,32.0,37.0,27.0,20.0,38.0,25.0,33.0,21.0,12.0,6.0,38.0,40.0,27.0,27.0,18.0,16.0,11.0,0.0,30.0,26.0,15.0,10.0,14.0,9.0,24.0,26.0,11.0,0.0,16.0,19.0,11.0,0.0,220.0,741.0,189.0,550.0,189.0,515.0,42.0,25.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,15.0,10.0,11.0,0.0,15.0,10.0,130.0,191.0,104.0,110.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,69.0,71.0,17.0,10.0,17.0,10.0,11.0,0.0
170318030102,185.0,827.0,117.0,474.0,54.0,88.0,27.0,35.0,15.0,17.0,11.0,0.0,13.0,7.0,11.0,0.0,11.0,0.0,13.0,8.0,55.0,95.0,49.0,65.0,31.0,26.0,33.0,38.0,19.0,18.0,26.0,35.0,23.0,28.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,9.0,6.0,13.0,8.0,11.0,0.0,116.0,353.0,18.0,11.0,54.0,36.0,21.0,16.0,11.0,0.0,14.0,8.0,11.0,0.0,14.0,9.0,15.0,9.0,24.0,22.0,63.0,70.0,31.0,51.0,22.0,20.0,26.0,29.0,21.0,23.0,38.0,42.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,10.0,7.0,11.0,0.0,11.0,0.0,185.0,827.0,184.0,665.0,184.0,665.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,146.0,162.0,140.0,152.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,17.0,10.0,11.0,0.0,11.0,0.0,11.0,0.0
170318030103,189.0,1081.0,120.0,492.0,26.0,23.0,42.0,41.0,30.0,30.0,50.0,49.0,8.0,3.0,12.0,8.0,11.0,0.0,11.0,0.0,11.0,0.0,29.0,25.0,33.0,35.0,29.0,27.0,25.0,20.0,27.0,43.0,31.0,33.0,27.0,25.0,37.0,45.0,39.0,36.0,19.0,16.0,23.0,25.0,11.0,0.0,13.0,8.0,11.0,0.0,112.0,589.0,64.0,73.0,14.0,8.0,19.0,12.0,30.0,45.0,11.0,0.0,11.0,0.0,26.0,22.0,11.0,0.0,33.0,30.0,32.0,35.0,42.0,52.0,34.0,42.0,26.0,25.0,27.0,46.0,36.0,47.0,42.0,55.0,14.0,9.0,21.0,14.0,30.0,40.0,15.0,9.0,20.0,17.0,11.0,0.0,13.0,8.0,189.0,1081.0,178.0,994.0,184.0,982.0,11.0,0.0,11.0,0.0,31.0,12.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,99.0,87.0,99.0,87.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318030104,256.0,2377.0,168.0,1162.0,58.0,58.0,41.0,99.0,53.0,91.0,27.0,30.0,12.0,8.0,11.0,0.0,11.0,0.0,27.0,24.0,54.0,68.0,57.0,72.0,42.0,57.0,33.0,42.0,53.0,89.0,34.0,69.0,68.0,138.0,47.0,61.0,40.0,58.0,30.0,33.0,38.0,56.0,49.0,85.0,11.0,0.0,23.0,15.0,14.0,9.0,143.0,1215.0,50.0,50.0,40.0,58.0,69.0,136.0,29.0,51.0,11.0,0.0,11.0,0.0,11.0,0.0,27.0,23.0,43.0,38.0,34.0,31.0,31.0,36.0,49.0,87.0,39.0,69.0,56.0,120.0,54.0,97.0,53.0,88.0,41.0,48.0,30.0,32.0,50.0,99.0,45.0,71.0,32.0,37.0,24.0,14.0,28.0,30.0,256.0,2377.0,236.0,2281.0,250.0,2081.0,11.0,0.0,11.0,0.0,116.0,194.0,11.0,0.0,11.0,0.0,11.0,6.0,11.0,0.0,11.0,6.0,73.0,96.0,55.0,35.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,81.0,61.0,11.0,0.0,11.0,0.0,11.0,0.0
170318030132,460.0,2573.0,335.0,1384.0,91.0,109.0,136.0,139.0,73.0,102.0,56.0,61.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,89.0,129.0,56.0,60.0,34.0,30.0,77.0,157.0,99.0,124.0,62.0,100.0,87.0,139.0,56.0,105.0,22.0,13.0,50.0,36.0,23.0,14.0,37.0,42.0,19.0,12.0,11.0,0.0,19.0,12.0,221.0,1189.0,152.0,100.0,32.0,33.0,56.0,48.0,11.0,0.0,47.0,77.0,26.0,17.0,11.0,0.0,11.0,0.0,48.0,58.0,81.0,116.0,71.0,72.0,51.0,59.0,88.0,225.0,51.0,81.0,83.0,139.0,20.0,12.0,19.0,12.0,21.0,13.0,68.0,89.0,27.0,25.0,11.0,0.0,20.0,13.0,11.0,0.0,460.0,2573.0,476.0,2253.0,475.0,2134.0,11.0,0.0,11.0,0.0,81.0,77.0,11.0,0.0,11.0,0.0,51.0,42.0,20.0,13.0,46.0,29.0,183.0,320.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,183.0,320.0,11.0,0.0,11.0,0.0,11.0,0.0
170318046111,196.0,1476.0,127.0,697.0,62.0,60.0,17.0,14.0,38.0,59.0,30.0,30.0,11.0,0.0,14.0,9.0,14.0,9.0,21.0,20.0,42.0,53.0,20.0,14.0,42.0,73.0,44.0,69.0,26.0,31.0,30.0,39.0,34.0,80.0,11.0,0.0,20.0,17.0,14.0,9.0,29.0,41.0,20.0,31.0,22.0,31.0,14.0,8.0,11.0,0.0,113.0,779.0,43.0,48.0,34.0,43.0,44.0,67.0,23.0,28.0,29.0,26.0,11.0,0.0,11.0,0.0,17.0,15.0,22.0,20.0,43.0,79.0,38.0,56.0,39.0,70.0,17.0,16.0,32.0,80.0,27.0,43.0,11.0,0.0,28.0,38.0,22.0,20.0,34.0,68.0,25.0,39.0,12.0,8.0,11.0,0.0,17.0,15.0,196.0,1476.0,189.0,1404.0,184.0,1244.0,29.0,18.0,11.0,0.0,87.0,142.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,99.0,72.0,99.0,72.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318046061,233.0,658.0,121.0,341.0,11.0,0.0,23.0,13.0,11.0,0.0,38.0,39.0,14.0,7.0,11.0,0.0,11.0,0.0,21.0,19.0,37.0,35.0,11.0,0.0,27.0,17.0,32.0,26.0,34.0,20.0,65.0,51.0,40.0,41.0,11.0,0.0,11.0,0.0,11.0,0.0,34.0,37.0,25.0,16.0,23.0,20.0,11.0,0.0,11.0,0.0,141.0,317.0,11.0,0.0,34.0,20.0,44.0,40.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,28.0,27.0,28.0,17.0,11.0,0.0,22.0,13.0,34.0,20.0,21.0,19.0,43.0,40.0,35.0,33.0,29.0,18.0,17.0,10.0,25.0,16.0,29.0,31.0,20.0,13.0,11.0,0.0,11.0,0.0,233.0,658.0,230.0,641.0,227.0,609.0,11.0,0.0,11.0,0.0,50.0,32.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,30.0,17.0,30.0,17.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318046063,362.0,1430.0,173.0,709.0,68.0,53.0,66.0,60.0,48.0,70.0,25.0,20.0,11.0,0.0,11.0,0.0,11.0,0.0,20.0,12.0,32.0,29.0,11.0,0.0,76.0,93.0,54.0,65.0,57.0,61.0,25.0,21.0,37.0,38.0,27.0,23.0,31.0,21.0,11.0,0.0,11.0,0.0,42.0,54.0,71.0,66.0,27.0,23.0,11.0,0.0,235.0,721.0,63.0,39.0,126.0,95.0,20.0,11.0,43.0,35.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,37.0,33.0,55.0,51.0,78.0,88.0,54.0,53.0,47.0,44.0,23.0,18.0,41.0,44.0,44.0,57.0,11.0,0.0,28.0,17.0,27.0,24.0,64.0,71.0,11.0,0.0,18.0,10.0,37.0,31.0,362.0,1430.0,362.0,1430.0,274.0,1017.0,55.0,31.0,11.0,0.0,288.0,304.0,11.0,0.0,11.0,0.0,119.0,78.0,11.0,0.0,119.0,78.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318055013,158.0,842.0,100.0,469.0,20.0,19.0,23.0,27.0,22.0,25.0,34.0,34.0,15.0,10.0,12.0,7.0,11.0,0.0,11.0,0.0,28.0,34.0,21.0,19.0,19.0,17.0,41.0,39.0,20.0,18.0,26.0,40.0,15.0,15.0,13.0,8.0,41.0,39.0,22.0,21.0,12.0,8.0,21.0,18.0,36.0,45.0,19.0,18.0,12.0,8.0,87.0,373.0,15.0,10.0,19.0,17.0,14.0,9.0,11.0,0.0,11.0,0.0,11.0,0.0,14.0,8.0,11.0,0.0,22.0,24.0,15.0,9.0,25.0,33.0,24.0,27.0,18.0,17.0,42.0,52.0,21.0,24.0,17.0,16.0,11.0,0.0,37.0,23.0,18.0,16.0,20.0,18.0,40.0,62.0,11.0,0.0,13.0,8.0,158.0,842.0,159.0,807.0,157.0,779.0,11.0,0.0,11.0,0.0,14.0,9.0,11.0,0.0,29.0,19.0,11.0,0.0,11.0,0.0,11.0,0.0,54.0,35.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,54.0,35.0,11.0,0.0,11.0,0.0,11.0,0.0
170318055021,177.0,1045.0,112.0,520.0,42.0,38.0,40.0,46.0,30.0,44.0,25.0,24.0,16.0,10.0,11.0,0.0,11.0,0.0,27.0,26.0,19.0,12.0,24.0,22.0,25.0,34.0,27.0,36.0,20.0,13.0,32.0,41.0,25.0,24.0,17.0,10.0,26.0,28.0,39.0,38.0,23.0,26.0,19.0,22.0,13.0,8.0,11.0,0.0,21.0,18.0,117.0,525.0,31.0,44.0,30.0,53.0,39.0,43.0,13.0,8.0,17.0,11.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,12.0,8.0,27.0,42.0,33.0,48.0,29.0,27.0,41.0,55.0,28.0,28.0,17.0,10.0,35.0,39.0,19.0,17.0,27.0,33.0,21.0,26.0,40.0,25.0,11.0,0.0,13.0,8.0,177.0,1045.0,177.0,993.0,179.0,977.0,11.0,0.0,11.0,0.0,12.0,8.0,11.0,0.0,11.0,0.0,12.0,8.0,11.0,0.0,12.0,8.0,44.0,52.0,44.0,52.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
